Status,Max Seats,Seats Available,WL Available,CRN,Course,Title,Credit Hours,Instructor,Materials,Book Title and Edition,Author,ISBN,Copyright Year,Publisher
On Campus,30,5,0,81336,"=""CHM 2210""",Organic Chemistry I,3,"Zhang, X.",Required Material,Organic Chemistry (Loose-Pgs)(w/WileyPlus) Edition: 3rd,Klein,9781119340577,2017,"John Wiley & Sons, Incorporated"
Closed,30,-2,0,81462,"=""CHM 2210""",Organic Chemistry I,3,"Boyce, G.",Recommended Material,Organic Chemistry (custom w/Wiley Plus) Edition: N/A,Klein,9781118944226,,"John Wiley & Sons, Incorporated"
Closed,30,0,0,81465,"=""CHM 2210""",Organic Chemistry I,3,"Boyce, G.",Recommended Material,Organic Chemistry (custom w/Wiley Plus) Edition: N/A,Klein,9781118944226,,"John Wiley & Sons, Incorporated"
Closed,30,0,0,82919,"=""CHM 2210""",Organic Chemistry I,3,"Mirjafari, A.",Required Material,Organic Chemistry (Loose-Pgs)(w/WileyPlus) Edition: 3rd,Klein,9781119340577,2017,"John Wiley & Sons, Incorporated"
Closed,30,0,0,81468,"=""CHM 2210""",Organic Chemistry I,3,"Mirjafari, A.",Required Material,Organic Chemistry (Loose-Pgs)(w/WileyPlus) Edition: 3rd,Klein,9781119340577,2017,"John Wiley & Sons, Incorporated"
On Campus,30,1,0,81556,"=""CHM 2211""",Organic Chemistry II,3,"Paull, D.",Required Material,Organic Chemistry (Loose-Pgs)(w/WileyPlus) Edition: 3rd,Klein,9781119340577,2017,"John Wiley & Sons, Incorporated"
On Campus,30,1,0,81556,"=""CHM 2211""",Organic Chemistry II,3,"Paull, D.",Required Material,ACS Organic Chemistry Exams: Official Gde Edition: N/A,Amer Chemical Society,9780970804211,2002,American Chemical Society Exam Institute
On Campus,30,9,0,81555,"=""CHM 2211""",Organic Chemistry II,3,"Paull, D.",Required Material,ACS Organic Chemistry Exams: Official Gde Edition: N/A,Amer Chemical Society,9780970804211,2002,American Chemical Society Exam Institute
On Campus,30,9,0,81555,"=""CHM 2211""",Organic Chemistry II,3,"Paull, D.",Required Material,Organic Chemistry (Loose-Pgs)(w/WileyPlus) Edition: 3rd,Klein,9781119340577,2017,"John Wiley & Sons, Incorporated"
On Campus,30,11,0,81558,"=""CHM 2211""",Organic Chemistry II,3,"Kakareka, J.",Required Material,Organic Chemistry (Loose-Pgs)(w/WileyPlus) Edition: 3rd,Klein,9781119340577,2017,"John Wiley & Sons, Incorporated"
On Campus,24,11,0,82656,"=""CHM 2211L""",Organic Chemistry II Laborator,1,"Paull, D.",Required Material,GOGGLE UVEX #S3970DF OVER GLASSES Edition: N/A,,,NA,
On Campus,24,13,0,81554,"=""CHM 2211L""",Organic Chemistry II Laborator,1,"Paull, D.",Required Material,GOGGLE UVEX #S3970DF OVER GLASSES Edition: N/A,,,NA,
Closed,24,-1,0,81457,"=""CHM 2414C""",The Science of Cooking,3,"Kakareka, J.",Required Material,On Food & Cooking Edition: N/A,McGee,9780684800011,2004,Simon & Schuster
Closed,24,-1,0,81457,"=""CHM 2414C""",The Science of Cooking,3,"Kakareka, J.",Required Material,New Kitchen Science Edition: N/A,Hillman,9780618249633,2003,Houghton Mifflin Company Trade & Reference Division
On Campus,30,6,0,82736,"=""CHM 3120""",Analytical Chemistry,3,"Chou, J.",Required Material,Quantitative Chem Analysis (w/Sapling Learning 6Mth Access) Edition: 8th,Harris,9781464114700,2010,W. H. Freeman & Company
On Campus,30,2,0,82657,"=""CHM 3400""",Principles of Phys. Chem.,3,"Sheng, Y.",Required Material,Physical Chemistry for Biosciences Edition: N/A,Chang,9781891389337,2005,University Science Books
On Campus,24,10,0,83119,"=""CHM 4174C""",Lasers in Physical Sciences,3,"Davies, K.",Required Material,Understanding Lasers Edition: 3rd,Hecht,9780470088906,2008,"John Wiley & Sons, Incorporated"
On Campus,30,3,0,83118,"=""CHM 4300""",Bio-Organic Chemistry,3,"Brown, D.",Required Material,Organic Chemistry of Biological Pathways Edition: 2nd,McMurry,9781936221561,2016,MPS (Macmillan Publishers)
On Campus,30,5,0,82738,"=""CHS 4533C""",Forensic Biochemistry,3,"Coticone, S.",Required Material,Advanced Topics in Forensic DNA Typing: Methodology Edition: N/A,Butler,9780123745132,2012,"Academic Press, Incorporated"
Distance Learning,45,1,10,83388,"=""CJC 3410""",Methods of Offender Treatment,3,"McGaha, J.",Required Material,Corrections Edition: 3rd,Stohr,9781506365268,2018,"Sage Publications, Incorporated"
Distance Learning,45,1,10,83388,"=""CJC 3410""",Methods of Offender Treatment,3,"McGaha, J.",Required Material,What Works in Corrections Edition: N/A,Mackenzie,9780521001205,2006,CAMBRIDGE UNIV PRESS
Closed,45,0,0,83552,"=""CJE 3618""",Med Term in Forensics,3,"Lipton, B.",Required Material,"Medical Terminology for Health Professions, Spiral bound Version Edition: 8th",Ehrlich,9781305887145,2017,Cengage Learning
Closed,45,0,10,80739,"=""CJE 4444""",Crime Prevention,3,"Noe, E.",Required Material,Crime Prevention Edition: 9th,Lab,9780323357722,2016,Routledge
On Campus,45,1,10,80720,"=""CJE 4612""",Interview and Interrogation,3,"Noe, E.",Required Material,Criminal Interrogation & Confessions Edition: 5th,Inbau,9780763799366,2013,Jones & Bartlett Learning
Distance Learning,15,9,0,80648,"=""CJE 6168""",Media & Community Relations CJ,3,"Garcia, L.",Required Material,"Media, Crime & Criminal Justice Edition: 5th",Surette,9781285459059,2015,Cengage Learning
On Campus,45,2,10,80759,"=""CJJ 4015""",Juvenile Justice System,3,"Marts, M.",Required Material,Juvenile Justice in America Edition: 8th,Bartollas,9780134163758,2017,Pearson
On Campus,45,2,10,80759,"=""CJJ 4015""",Juvenile Justice System,3,"Marts, M.",Required Material,Raised by the Courts Edition: N/A,Sullivan,9781607146384,2010,"Dearborn Trade, A Kaplan Professional Company"
Closed,45,0,10,82710,"=""CJJ 4015""",Juvenile Justice System,3,"Baker, K.",Required Material,Juvenile Justice in America Edition: 8th,Bartollas,9780134163758,2017,Pearson
Closed,45,-3,0,80608,"=""CJL 4064""",Constitutional Crim. Procedure,3,"Seay, P.",Required Material,Constitutional Law & Criminal Justice System Edition: 7th,Harr,9781305966468,2017,Cengage Learning
On Campus,45,1,10,80606,"=""CJL 4064""",Constitutional Crim. Procedure,3,"Kunasek, A.",Required Material,Constitutional Law & Criminal Justice System Edition: 7th,Harr,9781305966468,2017,Cengage Learning
Distance Learning,45,5,10,80610,"=""CJL 4110""",Substantive Criminal Law,3,"Kleeger, J.",Required Material,Essen of Criminal Law Edition: 11th,Chamelin,9780135110577,2012,Pearson
Distance Learning,45,10,0,83642,"=""CJL 4110""",Substantive Criminal Law,3,"Kleeger, J.",Required Material,Essen of Criminal Law Edition: 11th,Chamelin,9780135110577,2012,Pearson
On Campus,45,5,10,80609,"=""CJL 4110""",Substantive Criminal Law,3,"Steckler, D.",Required Material,Essen of Criminal Law Edition: 11th,Chamelin,9780135110577,2012,Pearson
On Campus,45,1,10,80611,"=""CJL 4133""",Criminal Evidence,3,"Steckler, D.",Required Material,Criminal Evidence Edition: 12th,Ingram,9780323294584,2014,Routledge
Closed,45,0,5,80426,"=""CLP 3140""",Basic Psychopathology,3,"Johnson, S.",Required Material,Abnormal Psychology Edition: 9th,Comer,9781464171703,2015,"Worth Publishers, Incorporated"
Closed,45,0,5,83507,"=""CLP 3140""",Basic Psychopathology,3,"Oztimurlenk, G.",Required Material,Abnormal Psychology Edition: 9th,Comer,9781464171703,2015,"Worth Publishers, Incorporated"
Closed,45,0,5,80427,"=""CLP 4143""",Abnormal Psychology,3,"Tarnowski, K.",Required Material,Abnormal Psychology (Loose Pgs)(w/EPUB Reg Access Card) Edition: 14th,Kring,9781119456230,2018,"John Wiley & Sons, Incorporated"
Closed,45,0,5,80428,"=""CLP 4143""",Abnormal Psychology,3,"Cox, D.",Required Material,Abnormal Psychology Edition: 2nd,Ray,9781506333359,2017,"Sage Publications, Incorporated"
On Campus,45,2,5,80429,"=""CLP 4302""",Intro to Clinical Psychology,3,"Tarnowski, K.",Required Material,Ethical Reasoning for Mental Health Professionals Edition: N/A,Ford,9780761930945,2006,"Sage Publications, Incorporated"
Closed,45,-1,5,83404,"=""CLP 4420""",Human Neuropsychology,3,"Cox, D.",Required Material,Neuropsychological Assessment (V1) Edition: 5th,Lezak,9780195395525,2012,Oxford University Press
Closed,45,-1,5,83404,"=""CLP 4420""",Human Neuropsychology,3,"Cox, D.",Required Material,Neuropsychological Assessment Edition: 3rd,Lezak,9780195090314,1995,Oxford University Press
Closed,35,-1,5,80887,"=""COM 3014""",Communication and Gender,3,"Hambrick, M.",Required Material,Gendered Lives Edition: 12th,Wood,9781305280274,2016,Cengage Learning
Closed,35,0,5,82808,"=""COM 3120""",Org Comm Behavior,3,"Kang, D.",Required Material,Intercultural Communication in Contexts Edition: 6th,Martin,9780078036774,2013,McGraw-Hill
On Campus,35,4,5,80884,"=""COM 3343""",Rhetorical Criticism,3,"Nelson, C.",Required Material,Modern Rhetorical Criticism Edition: 4th,Hart,9781138702493,2018,Routledge
Closed,35,0,5,80660,"=""COM 3343""",Rhetorical Criticism,3,"Hambrick, M.",Required Material,Rhetorical Criticism :Exploration & Practice Edition: 5th,Foss,9781478634898,2018,"Waveland Press, Incorporated"
Closed,35,0,0,83147,"=""COM 3465""",Com & Negot: Power & Tactics,3,"Braddy, J.",Required Material,Language & Symbolic Power Edition: N/A,Bourdieu,9780674510418,1991,Harvard University Press
Closed,35,0,0,83147,"=""COM 3465""",Com & Negot: Power & Tactics,3,"Braddy, J.",Required Material,Art of Woo Edition: N/A,Shell,9780143114048,2007,Penguin (c/o RH)
On Campus,35,6,0,83192,"=""COM 4930""",ST: Crisis Communication,3,"Nulman, P.",Required Material,Crisis Communications Edition: 5th,Fearn-Banks,9781138923744,,"Taylor & Francis Group, LLC"
Closed,46,0,0,80598,"=""COP 1500""",Intro to Computer Science,3,"Buckley, I.",Required Material,Computer Science Illuminated (w/Navigate 2 Adv Access) Edition: 6th,Dale,9781284055917,2016,Jones & Bartlett Learning
Closed,40,-16,0,80597,"=""COP 1500""",Intro to Computer Science,3,"Vanselow, S.",Required Material,Computer Science Illuminated (w/Navigate 2 Adv Access) Edition: 6th,Dale,9781284055917,2016,Jones & Bartlett Learning
Closed,40,-12,0,80599,"=""COP 2006""",Introduction to Programming,3,"Vanselow, S.",Required Material,Programming & Prob Solving w/Java (w/CD) Edition: 2nd,Dale,9780763734022,2008,Jones & Bartlett Learning
On Campus,42,4,0,80601,"=""COP 3003""",Object-Oriented Programming,3,"Vanselow, S.",Required Material,Java: How to Program Early Objects (w/Bind-in Access Code) Edition: 10th,Deitel,9780133807806,2015,Pearson
On Campus,42,2,0,80602,"=""COP 3003""",Object-Oriented Programming,3,"Vanselow, S.",Required Material,Java: How to Program Early Objects (w/Bind-in Access Code) Edition: 10th,Deitel,9780133807806,2015,Pearson
On Campus,48,41,0,82454,"=""COP 4610""",Operating Systems,3,"Buckley, I.",Required Material,Operating System Concepts Edition: 9th,Silberschatz,9781118063330,2013,"John Wiley & Sons, Incorporated"
Closed,46,0,0,80604,"=""COP 4610""",Operating Systems,3,"Buckley, I.",Required Material,Operating System Concepts Edition: 9th,Silberschatz,9781118063330,2013,"John Wiley & Sons, Incorporated"
Distance Learning,50,2,10,81958,"=""CPO 2001""",Intro to Comparative Politics,3,"Petricevic, V.",Required Material,Essen of Comparative Politics Edition: 6th,O'Neil,9780393624588,2018,"W. W. Norton & Company, Inc"
On Campus,35,3,0,81908,"=""CPO 3003""",Comparative Politics,3,"Shambayati, H.",Required Material,Comparative Politics Edition: 3rd,Dickovick,9780190854867,2018,Oxford University Press
Closed,25,0,5,83152,"=""CRW 2001""",Intro to Creative Writing,3,"Millner, J.",Required Material,Ordinary Genius: A Guide for the Poet Within Edition: N/A,Addonizio,9780393346992,,"W. W. Norton & Company, Incorporated"
Closed,25,0,5,83152,"=""CRW 2001""",Intro to Creative Writing,3,"Millner, J.",Required Material,Flash Fiction Edition: N/A,Thomas,9780393308839,1992,"W. W. Norton & Company, Incorporated"
Closed,25,0,5,83152,"=""CRW 2001""",Intro to Creative Writing,3,"Millner, J.",Required Material,Flash! Writing the Very Short Story Edition: N/A,Dufresne,9780393352351,2018,"W. W. Norton & Company, Incorporated"
Distance Learning,25,1,5,83163,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,642 Things to Write Journal Edition: N/A,San Francisco Writers' Grotto,9781452105444,2011,Chronicle Books LLC
Distance Learning,25,1,5,83163,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,Imaginative Writing (w/out Access) Edition: 4th,Burroway,9780134053240,2015,Pearson
Distance Learning,25,1,5,83163,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,"Love, an Index Edition: N/A",Lindenberg,9781936365791,2012,McSweeney's Publishing
Closed,25,0,5,80275,"=""CRW 2001""",Intro to Creative Writing,3,"Allen, K.",Required Material,Imaginative Writing (w/out Access) Edition: 4th,Burroway,9780321923172,2014,Longman
Closed,25,0,5,80273,"=""CRW 2001""",Intro to Creative Writing,3,"Hautmann, C.",Recommended Material,Literature Edition: 12th,Kennedy,9780205230389,2013,Longman
Closed,25,0,5,80272,"=""CRW 2001""",Intro to Creative Writing,3,"Szczesny, P.",Required Material,Practice of Creative Writing Edition: 3rd,Sellers,9781319040161,2017,Bedford Saint Martin's  (MPS)
Closed,21,0,5,80271,"=""CRW 2001""",Intro to Creative Writing,3,"Szczesny, P.",Required Material,Practice of Creative Writing Edition: 3rd,Sellers,9781319040161,2017,Bedford Saint Martin's  (MPS)
Closed,25,0,5,83286,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,642 Things to Write Journal Edition: N/A,San Francisco Writers' Grotto,9781452105444,2011,Chronicle Books LLC
Closed,25,0,5,83286,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,Imaginative Writing (w/out Access) Edition: 4th,Burroway,9780134053240,2015,Pearson
Closed,25,0,5,83286,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,"Love, an Index Edition: N/A",Lindenberg,9781936365791,2012,McSweeney's Publishing
Closed,25,0,5,83297,"=""CRW 2001""",Intro to Creative Writing,3,"Massaro, M.",Required Material,Imaginative Writing (w/out Access) Edition: 4th,Burroway,9780134053240,2015,Pearson
Closed,25,0,5,83359,"=""CRW 2001""",Intro to Creative Writing,3,"Anstead, T.",Required Material,Imaginative Writing (w/out Access) Edition: 4th,Burroway,9780321923172,2014,Longman
Closed,23,0,5,83449,"=""CRW 2001""",Intro to Creative Writing,3,"Tolchin, K.",Required Material,Making of a Story Edition: N/A,Laplante,9780393337082,2010,"W. W. Norton & Company, Incorporated"
Closed,25,0,5,83539,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,Imaginative Writing (w/out Access) Edition: 4th,Burroway,9780134053240,2015,Pearson
Closed,25,0,5,83539,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,"Love, an Index Edition: N/A",Lindenberg,9781936365791,2012,McSweeney's Publishing
Closed,25,0,5,83539,"=""CRW 2001""",Intro to Creative Writing,3,"Stockman, P.",Required Material,642 Things to Write Journal Edition: N/A,San Francisco Writers' Grotto,9781452105444,2011,Chronicle Books LLC
Closed,25,0,5,83549,"=""CRW 2001""",Intro to Creative Writing,3,"True, J.",Required Material,Truth about Fiction Edition: N/A,Schoen,9780130257710,2000,Pearson
On Campus,25,1,5,82155,"=""CRW 2001""",Intro to Creative Writing,3,"Hautmann, C.",Recommended Material,Literature Edition: 12th,Kennedy,9780205230389,2013,Longman
On Campus,25,1,5,82220,"=""CRW 2001""",Intro to Creative Writing,3,"Wilber, R.",Required Material,Imaginative Writing (w/out Access) Edition: 4th,Burroway,9780134053240,2015,Pearson
Closed,25,0,5,82551,"=""CRW 2001""",Intro to Creative Writing,3,"Hautmann, C.",Recommended Material,Literature Edition: 12th,Kennedy,9780205230389,2013,Longman
Closed,21,0,5,82574,"=""CRW 2001""",Intro to Creative Writing,3,"Szczesny, P.",Required Material,Practice of Creative Writing Edition: 3rd,Sellers,9781319040161,2017,Bedford Saint Martin's  (MPS)
On Campus,25,2,5,83145,"=""CRW 2001""",Intro to Creative Writing,3,"Tullo, K.",Required Material,Practice of Creative Writing Edition: 3rd,Sellers,9781319040161,2017,Bedford Saint Martin's  (MPS)
Closed,25,0,5,80277,"=""CRW 2732""",Introduction to Nature Writing,3,"Millner, J.",Required Material,Ordinary Genius: A Guide for the Poet Within Edition: N/A,Addonizio,9780393346992,,"W. W. Norton & Company, Incorporated"
Closed,25,0,5,80277,"=""CRW 2732""",Introduction to Nature Writing,3,"Millner, J.",Required Material,Environmental & Nature Writing Edition: N/A,Prentiss,9781472592538,2016,Bloomsbury Academic
On Campus,25,1,5,83284,"=""CRW 2732""",Introduction to Nature Writing,3,"Millner, J.",Required Material,Ordinary Genius: A Guide for the Poet Within Edition: N/A,Addonizio,9780393346992,,"W. W. Norton & Company, Incorporated"
On Campus,25,1,5,83284,"=""CRW 2732""",Introduction to Nature Writing,3,"Millner, J.",Required Material,Environmental & Nature Writing Edition: N/A,Prentiss,9781472592538,2016,Bloomsbury Academic
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Required Material,Bad Stories Edition: N/A,Almond,9781597092265,,Red Hen Press
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Misery Islands Edition: N/A,O'Neil,9781933880464,2014,"CavanKerry Press, Limited"
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Panorama Edition: N/A,Kistulentz,9780316551762,2018,Little Brown & Company
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Half a Life Edition: N/A,Strauss,9780812982534,2011,Random House Adult Trade Publ
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Double Time Edition: N/A,Roper,9781250023261,,Saint Martin's Griffin
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Gangsterland Edition: N/A,Goldberg,9781619025783,2015,Counterpoint LLC
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,How to Write a Screenplay Edition: 2nd,Schwartz,9780826428172,2007,Continuum International Pub Grp
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,"My Miserable, Lonely, Lesbian Pregnancy Edition: N/A",Askowitz,9781573443159,2008,Cleis Press
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Roll Deep Edition: N/A,Jackson,9780393353624,2017,"W. W. Norton & Company, Inc"
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,At Home in the World Edition: N/A,Maynard,9781250046444,,Picador
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Magpies Edition: N/A,Barrett,9780887485435,2011,Carnegie Mellon University Press
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,How to Be Safe Edition: N/A,McAllister,9781631494130,2018,"W. W. Norton & Company, Incorporated"
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Bloodroot Edition: N/A,Ni Churreain,9781907682582,,Doire Press
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,All the Agents & Saints Edition: N/A,Elizondo Griest,9781469631592,2017,University of North Carolina Press
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Still Point of the Turning World Edition: N/A,Rapp,9780143125105,2014,Penguin Group USA Inc
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Price of the Haircut Edition: N/A,Clarke,9781616208172,,Algonquin Books of Chapel Hill
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Book that matters most Edition: N/A,Hood,9780393354096,,"W. W. Norton & Company, Incorporated"
Distance Learning,35,3,10,80279,"=""CRW 3053""",Writing Theory & Practice,3,"DeMarchi, T.",Unclassified Material,Soul of a Chef Edition: N/A,Ruhlman,9780141001890,,Penguin (c/o RH)
